Temperature,Air Humidity,Date,Time
31.18441036,58.3617159,2024-06-20,15:45:00
32.47033071,59.3086458,2024-06-20,15:48:00
35.23507181,47.15566418,2024-06-20,15:51:00
25.18080081,68.34245666,2024-06-20,15:54:00
34.44437465,64.22987538,2024-06-20,15:57:00
24.54964016,72.93700533,2024-06-20,16:00:00
26.82470594,55.628312,2024-06-20,16:03:00
29.73780117,42.36024859,2024-06-20,16:06:00
33.48468031,46.21275521,2024-06-20,16:09:00
22.02671892,59.30492665,2024-06-20,16:12:00
28.88158855,77.49552925,2024-06-20,16:15:00
36.28921986,70.51736779,2024-06-20,16:18:00
37.73960514,77.32795275,2024-06-20,16:21:00
37.58065491,44.17612445,2024-06-20,16:24:00
26.57489179,42.06367334,2024-06-20,16:27:00
30.97364476,78.23391407,2024-06-20,16:30:00
20.56784751,48.02534097,2024-06-20,16:33:00
27.41784152,52.71555125,2024-06-20,16:36:00
32.10803269,65.76854534,2024-06-20,16:39:00
19.62073242,71.92000363,2024-06-20,16:42:00
28.19932981,52.72026473,2024-06-20,16:45:00
19.55502617,70.2242948,2024-06-20,16:48:00
31.98781797,75.48149285,2024-06-20,16:51:00
33.48002515,42.29105088,2024-06-20,16:54:00
19.12130224,41.90681788,2024-06-20,16:57:00
36.3426164,48.32681051,2024-06-20,17:00:00
38.62305068,42.58714579,2024-06-20,17:03:00
21.24906597,55.25218109,2024-06-20,17:06:00
31.75767614,60.7695804,2024-06-20,17:09:00
28.3090488,77.69331312,2024-06-20,17:12:00
19.03325563,72.64587849,2024-06-20,17:15:00
28.69651794,52.68139078,2024-06-20,17:18:00
34.3335776,79.16806373,2024-06-20,17:21:00
26.06121777,65.19703963,2024-06-20,17:24:00
37.31260682,64.1780947,2024-06-20,17:27:00
27.30277475,72.48243227,2024-06-20,17:30:00
33.84527375,48.88833906,2024-06-20,17:33:00
21.96236733,70.66994998,2024-06-20,17:36:00
27.95102439,66.91957896,2024-06-20,17:39:00
20.31032068,61.36242226,2024-06-20,17:42:00
29.47721139,61.07487417,2024-06-20,17:45:00
37.0110057,71.61838209,2024-06-20,17:48:00
24.88372851,66.14902746,2024-06-20,17:51:00
24.85574395,60.22665006,2024-06-20,17:54:00
23.87928663,79.09572054,2024-06-20,17:57:00
38.43845355,69.31925453,2024-06-20,18:00:00
38.98375275,48.98221872,2024-06-20,18:03:00
21.59014837,59.86100468,2024-06-20,18:06:00
28.89722677,72.63972044,2024-06-20,18:09:00
35.24369834,54.50933381,2024-06-20,18:12:00
29.2695669,60.31395542,2024-06-20,18:15:00
20.15028243,50.87311044,2024-06-20,18:18:00
37.76078676,42.93327343,2024-06-20,18:21:00
21.44926502,61.91337371,2024-06-20,18:24:00
25.93914854,45.85930493,2024-06-20,18:27:00
32.73590714,48.09233533,2024-06-20,18:30:00
28.64688311,38.79075255,2024-06-20,18:33:00
21.17060744,57.89514171,2024-06-20,18:36:00
36.90276604,64.55613427,2024-06-20,18:39:00
34.09282126,67.59127863,2024-06-20,18:42:00
28.14159872,70.59726873,2024-06-20,18:45:00
34.43222847,58.10239248,2024-06-20,18:48:00
23.73334374,66.27881754,2024-06-20,18:51:00
38.62075263,38.85305738,2024-06-20,18:54:00
20.77267631,54.9587865,2024-06-20,18:57:00
23.81252476,43.53032638,2024-06-20,19:00:00
31.48302944,59.44479937,2024-06-20,19:03:00
32.01421487,56.57617393,2024-06-20,19:06:00
38.29929024,57.72419082,2024-06-20,19:09:00
26.72492867,76.46813156,2024-06-20,19:12:00
34.59359525,63.29160206,2024-06-20,19:15:00
37.01726989,40.303152,2024-06-20,19:18:00
32.50128001,66.13008074,2024-06-20,19:21:00
36.95236905,61.7302681,2024-06-20,19:24:00
37.40455316,70.60308703,2024-06-20,19:27:00
18.39314952,73.33170117,2024-06-20,19:30:00
38.32882286,41.2526544,2024-06-20,19:33:00
36.83133191,71.52150595,2024-06-20,19:36:00
32.74163727,70.13592877,2024-06-20,19:39:00
29.69820284,39.69339358,2024-06-20,19:42:00
22.06537271,79.81485839,2024-06-20,19:45:00
32.4772021,70.34219447,2024-06-20,19:48:00
23.70042927,51.19909658,2024-06-20,19:51:00
35.75297115,61.43612074,2024-06-20,19:54:00
26.50090955,69.8118863,2024-06-20,19:57:00
33.59498799,71.55487495,2024-06-20,20:00:00
23.20531605,69.84782071,2024-06-20,20:03:00
20.57919098,45.57045455,2024-06-20,20:06:00
30.87930817,53.51187938,2024-06-20,20:09:00
27.57094964,44.28187623,2024-06-20,20:12:00
33.46038092,81.26740715,2024-06-20,20:15:00
31.56900143,74.51425823,2024-06-20,20:18:00
25.21726357,43.86851446,2024-06-20,20:21:00
25.28693515,54.68116237,2024-06-20,20:24:00
20.02291105,46.04152574,2024-06-20,20:27:00
20.1466308,80.1029758,2024-06-20,20:30:00
21.62493783,58.41349063,2024-06-20,20:33:00
19.96646722,76.25676716,2024-06-20,20:36:00
19.90370961,77.89804196,2024-06-20,20:39:00
30.78703296,48.30740647,2024-06-20,20:42:00
21.14581903,44.554376,2024-06-20,20:45:00
24.04732436,73.41661446,2024-06-20,20:48:00
32.77765962,54.68038381,2024-06-20,20:51:00
21.83575819,38.76723376,2024-06-20,20:54:00
30.37214672,38.69525471,2024-06-20,20:57:00
29.82178446,74.59444184,2024-06-20,21:00:00
25.02030431,53.68977186,2024-06-20,21:03:00
30.69075287,49.88830091,2024-06-20,21:06:00
25.888154,77.83079457,2024-06-20,21:09:00
31.29363922,58.7362663,2024-06-20,21:12:00
20.19811065,42.37221302,2024-06-20,21:15:00
21.95947665,53.09095552,2024-06-20,21:18:00
20.52524238,39.82211644,2024-06-20,21:21:00
35.13893199,53.73724157,2024-06-20,21:24:00
23.61996582,58.31014591,2024-06-20,21:27:00
27.98793106,75.64187376,2024-06-20,21:30:00
21.09114645,57.3407776,2024-06-20,21:33:00
30.17273369,70.19543203,2024-06-20,21:36:00
19.65435171,53.83813867,2024-06-20,21:39:00
32.32824783,52.84641391,2024-06-20,21:42:00
25.32425607,72.96533491,2024-06-20,21:45:00
20.89732904,41.66124511,2024-06-20,21:48:00
32.82058782,67.90740174,2024-06-20,21:51:00
24.7932803,47.29524282,2024-06-20,21:54:00
22.90275255,62.95637252,2024-06-20,21:57:00
33.00537469,75.49172108,2024-06-20,22:00:00
29.7862007,73.90159317,2024-06-20,22:03:00
28.36371128,65.17645312,2024-06-20,22:06:00
28.76767419,55.52940988,2024-06-20,22:09:00
25.18794099,42.38415751,2024-06-20,22:12:00
25.59238842,43.45129763,2024-06-20,22:15:00
20.34959659,72.13734976,2024-06-20,22:18:00
23.97497287,46.0204047,2024-06-20,22:21:00
21.05278888,67.10195475,2024-06-20,22:24:00
26.31763165,42.5794163,2024-06-20,22:27:00
22.86411147,58.67516189,2024-06-20,22:30:00
29.51032647,79.75665544,2024-06-20,22:33:00
37.3878475,53.65013921,2024-06-20,22:36:00
37.7600683,50.23740098,2024-06-20,22:39:00
25.28291315,75.69513723,2024-06-20,22:42:00
21.05360584,61.23333244,2024-06-20,22:45:00
29.56103915,43.79085936,2024-06-20,22:48:00
25.7703769,73.92037316,2024-06-20,22:51:00
34.12205639,60.50837005,2024-06-20,22:54:00
22.51021124,63.80556755,2024-06-20,22:57:00
34.03259122,54.10872441,2024-06-20,23:00:00
38.08855045,64.59754627,2024-06-20,23:03:00
28.092736,52.22665191,2024-06-20,23:06:00
35.49308122,42.98836862,2024-06-20,23:09:00
38.74010263,40.42691826,2024-06-20,23:12:00
18.04562376,69.49223436,2024-06-20,23:15:00
18.7885571,75.30520844,2024-06-20,23:18:00
22.59559292,40.63851895,2024-06-20,23:21:00
33.05202452,63.483429,2024-06-20,23:24:00
21.03142206,81.0624899,2024-06-20,23:27:00
37.05338508,68.59722314,2024-06-20,23:30:00
37.29350844,70.03476391,2024-06-20,23:33:00
25.96981321,67.4054608,2024-06-20,23:36:00
21.77420939,77.16772892,2024-06-20,23:39:00
19.10501023,63.80477998,2024-06-20,23:42:00
23.62544552,63.05003005,2024-06-20,23:45:00
22.76031482,48.2711668,2024-06-20,23:48:00
21.90009999,72.92386873,2024-06-20,23:51:00
37.03614625,42.74534302,2024-06-20,23:54:00
35.20084125,45.67611975,2024-06-20,23:57:00
32.28461613,56.27765434,2024-06-21,00:00:00
28.93410596,41.43890154,2024-06-21,00:03:00
37.47040537,51.12904756,2024-06-21,00:06:00
37.7429928,39.53782934,2024-06-21,00:09:00
36.15828165,69.67124858,2024-06-21,00:12:00
27.97933696,62.35873129,2024-06-21,00:15:00
21.06581973,53.92178816,2024-06-21,00:18:00
35.70978452,72.84550331,2024-06-21,00:21:00
32.33313773,68.55599403,2024-06-21,00:24:00
27.15720864,69.27381179,2024-06-21,00:27:00
24.64555541,76.09591583,2024-06-21,00:30:00
37.3562437,79.46932094,2024-06-21,00:33:00
38.6600172,73.60851221,2024-06-21,00:36:00
28.92008812,52.11539667,2024-06-21,00:39:00
19.34344335,80.55336687,2024-06-21,00:42:00
23.23969115,52.90227943,2024-06-21,00:45:00
22.75061775,64.1561389,2024-06-21,00:48:00
30.94334925,76.71180447,2024-06-21,00:51:00
26.78647556,46.03085039,2024-06-21,00:54:00
24.94407796,52.00382716,2024-06-21,00:57:00
21.77951708,62.41328463,2024-06-21,01:00:00
33.88432762,78.86009641,2024-06-21,01:03:00
38.00055277,58.95708995,2024-06-21,01:06:00
21.22292547,49.53367285,2024-06-21,01:09:00
34.85652452,53.26276815,2024-06-21,01:12:00
28.01313321,58.22029426,2024-06-21,01:15:00
23.58289149,39.22574001,2024-06-21,01:18:00
25.90978881,43.39140052,2024-06-21,01:21:00
24.81508818,51.85650627,2024-06-21,01:24:00
19.58978838,66.36868278,2024-06-21,01:27:00
34.97003219,41.4853933,2024-06-21,01:30:00
31.08826754,73.96810956,2024-06-21,01:33:00
34.56218172,55.89046785,2024-06-21,01:36:00
18.45160356,58.90983537,2024-06-21,01:39:00
35.00805429,67.80622545,2024-06-21,01:42:00
24.42529874,48.60243681,2024-06-21,01:45:00
34.66289723,39.05143443,2024-06-21,01:48:00
28.94137254,64.14341877,2024-06-21,01:51:00
31.68462827,70.65105297,2024-06-21,01:54:00
34.44553299,46.85157527,2024-06-21,01:57:00
21.05036779,39.15056198,2024-06-21,02:00:00
38.64525079,65.09017888,2024-06-21,02:03:00
25.06028839,71.29580483,2024-06-21,02:06:00
34.78510786,55.21350843,2024-06-21,02:09:00
30.62484714,76.69472676,2024-06-21,02:12:00
25.34217794,42.43423806,2024-06-21,02:15:00
34.94844096,46.68273708,2024-06-21,02:18:00
26.11007528,68.80425056,2024-06-21,02:21:00
34.24618538,70.39869471,2024-06-21,02:24:00
18.62049571,45.19446313,2024-06-21,02:27:00
20.68289473,44.33889236,2024-06-21,02:30:00
25.29110443,62.95370189,2024-06-21,02:33:00
27.24063361,39.04218351,2024-06-21,02:36:00
36.08807704,81.25275284,2024-06-21,02:39:00
29.32185133,38.62366615,2024-06-21,02:42:00
20.09083503,69.96912367,2024-06-21,02:45:00
26.25967073,39.02872896,2024-06-21,02:48:00
25.12842393,78.17095604,2024-06-21,02:51:00
22.84876622,54.20839443,2024-06-21,02:54:00
25.46312651,65.96604603,2024-06-21,02:57:00
25.40140352,73.03983178,2024-06-21,03:00:00
27.21937541,45.90056323,2024-06-21,03:03:00
33.10112369,45.67730177,2024-06-21,03:06:00
37.28073676,79.15735017,2024-06-21,03:09:00
24.54923461,73.57998875,2024-06-21,03:12:00
38.30106906,40.35068229,2024-06-21,03:15:00
37.8195853,70.85097646,2024-06-21,03:18:00
29.81101635,38.8661281,2024-06-21,03:21:00
30.52903301,79.903196,2024-06-21,03:24:00
30.11833525,77.59880016,2024-06-21,03:27:00
34.81907373,43.09319288,2024-06-21,03:30:00
24.13886404,48.92517527,2024-06-21,03:33:00
28.20253893,67.51298597,2024-06-21,03:36:00
27.40750908,77.92590076,2024-06-21,03:39:00
22.0667502,46.52886097,2024-06-21,03:42:00
30.04449357,80.63023241,2024-06-21,03:45:00
21.73983164,38.29166808,2024-06-21,03:48:00
29.03830794,76.74970929,2024-06-21,03:51:00
25.536238,62.90982634,2024-06-21,03:54:00
36.17255827,56.40920628,2024-06-21,03:57:00
19.84691837,69.92417688,2024-06-21,04:00:00
19.57319679,42.86866478,2024-06-21,04:03:00
21.6781965,76.95323731,2024-06-21,04:06:00
23.88780146,45.23588435,2024-06-21,04:09:00
31.10317827,43.16950969,2024-06-21,04:12:00
29.76043996,71.17944254,2024-06-21,04:15:00
28.01483927,78.3721853,2024-06-21,04:18:00
23.75044919,73.54626134,2024-06-21,04:21:00
30.36600999,43.2572783,2024-06-21,04:24:00
37.32422617,72.92041943,2024-06-21,04:27:00
21.58123623,55.8568377,2024-06-21,04:30:00
23.06153037,42.66778546,2024-06-21,04:33:00
28.44902869,39.504915,2024-06-21,04:36:00
21.36529747,53.66568181,2024-06-21,04:39:00
24.85938228,39.35000841,2024-06-21,04:42:00
28.1304323,71.87059266,2024-06-21,04:45:00
28.15343986,55.54104585,2024-06-21,04:48:00
27.89910931,46.21754781,2024-06-21,04:51:00
20.36099588,53.03179025,2024-06-21,04:54:00
26.93680757,40.22559701,2024-06-21,04:57:00
34.72321388,44.42303498,2024-06-21,05:00:00
36.27439013,60.54049124,2024-06-21,05:03:00
22.83539244,47.55073016,2024-06-21,05:06:00
26.00784015,58.12462164,2024-06-21,05:09:00
22.59322997,63.13648497,2024-06-21,05:12:00
34.44929749,70.28475545,2024-06-21,05:15:00
26.57203514,59.46495826,2024-06-21,05:18:00
30.04343366,54.76592841,2024-06-21,05:21:00
24.9617897,43.81799127,2024-06-21,05:24:00
35.11111829,67.32314988,2024-06-21,05:27:00
28.61179163,78.32114465,2024-06-21,05:30:00
38.84395622,42.16186924,2024-06-21,05:33:00
33.31756932,66.38175876,2024-06-21,05:36:00
30.80433448,71.2069125,2024-06-21,05:39:00
20.35116486,46.97948873,2024-06-21,05:42:00
32.9784717,66.1443331,2024-06-21,05:45:00
33.23731968,47.22353265,2024-06-21,05:48:00
30.87874237,43.38539929,2024-06-21,05:51:00
36.16843671,62.85887501,2024-06-21,05:54:00
25.91637957,43.35571559,2024-06-21,05:57:00
20.22050148,76.04881326,2024-06-21,06:00:00
38.23912474,58.38012305,2024-06-21,06:03:00
21.19904137,77.79926767,2024-06-21,06:06:00
24.86785461,45.0416189,2024-06-21,06:09:00
37.69139443,49.77786395,2024-06-21,06:12:00
22.91570594,62.37813802,2024-06-21,06:15:00
23.25463649,40.81264793,2024-06-21,06:18:00
18.81566942,41.1710621,2024-06-21,06:21:00
28.09736731,62.12873366,2024-06-21,06:24:00
28.36327999,74.64132024,2024-06-21,06:27:00
24.92426424,77.96384798,2024-06-21,06:30:00
28.05777885,67.38825919,2024-06-21,06:33:00
22.34839496,43.57907194,2024-06-21,06:36:00
34.40309337,42.53055423,2024-06-21,06:39:00
21.86492988,75.00202916,2024-06-21,06:42:00
19.40220642,81.00867517,2024-06-21,06:45:00
35.43919959,65.91462083,2024-06-21,06:48:00
24.49442632,72.16404542,2024-06-21,06:51:00
28.81186087,78.64252082,2024-06-21,06:54:00
20.15140322,39.18421171,2024-06-21,06:57:00
24.64131032,57.13450433,2024-06-21,07:00:00
22.35436314,39.09841951,2024-06-21,07:03:00
26.60654188,58.19144948,2024-06-21,07:06:00
29.32708738,53.81771787,2024-06-21,07:09:00
24.55747789,48.11375794,2024-06-21,07:12:00
32.77953595,54.91967854,2024-06-21,07:15:00
36.46921183,59.79386426,2024-06-21,07:18:00
20.29009658,44.2838586,2024-06-21,07:21:00
18.53019064,78.16440849,2024-06-21,07:24:00
27.46324246,53.03971003,2024-06-21,07:27:00
28.19751304,52.17352557,2024-06-21,07:30:00
26.07715885,64.22311969,2024-06-21,07:33:00
38.99276957,51.17163807,2024-06-21,07:36:00
26.12793092,50.5161481,2024-06-21,07:39:00
26.23397111,67.97755607,2024-06-21,07:42:00
26.51987971,61.74242461,2024-06-21,07:45:00
19.84993106,38.38359734,2024-06-21,07:48:00
24.45746477,65.82223707,2024-06-21,07:51:00
31.5460751,62.43318087,2024-06-21,07:54:00
26.55487622,52.27685703,2024-06-21,07:57:00
25.15093141,40.53539916,2024-06-21,08:00:00
19.24440366,69.94039473,2024-06-21,08:03:00
30.14880995,76.9855141,2024-06-21,08:06:00
32.90652728,38.82544451,2024-06-21,08:09:00
20.00700272,72.031064,2024-06-21,08:12:00
29.2605884,58.48992882,2024-06-21,08:15:00
36.31753572,57.29779336,2024-06-21,08:18:00
28.6403978,77.83656883,2024-06-21,08:21:00
38.10159934,64.73351041,2024-06-21,08:24:00
36.13200848,77.87473608,2024-06-21,08:27:00
22.6017739,48.68205707,2024-06-21,08:30:00
24.10637738,64.75963108,2024-06-21,08:33:00
29.78512136,54.10094859,2024-06-21,08:36:00
33.24415566,71.11914019,2024-06-21,08:39:00
24.58548821,77.91166663,2024-06-21,08:42:00
22.97600015,64.3056719,2024-06-21,08:45:00
20.15627798,60.32897602,2024-06-21,08:48:00
31.05469027,75.38852134,2024-06-21,08:51:00
22.74895478,81.00904267,2024-06-21,08:54:00
33.05502689,65.67555505,2024-06-21,08:57:00
35.54655948,60.28069941,2024-06-21,09:00:00
27.05934195,39.86156831,2024-06-21,09:03:00
29.41618253,45.22584642,2024-06-21,09:06:00
30.02525645,59.47810081,2024-06-21,09:09:00
20.04961418,71.52226406,2024-06-21,09:12:00
22.15266556,58.39780898,2024-06-21,09:15:00
18.81609313,78.49030942,2024-06-21,09:18:00
35.24888224,40.01884344,2024-06-21,09:21:00
25.87646756,49.61678191,2024-06-21,09:24:00
27.61188098,39.46857363,2024-06-21,09:27:00
28.00397306,79.81674815,2024-06-21,09:30:00
28.76178771,45.76211392,2024-06-21,09:33:00
23.46437176,50.78125746,2024-06-21,09:36:00
26.96046668,66.80331615,2024-06-21,09:39:00
21.90644025,64.20777441,2024-06-21,09:42:00
26.8937136,42.21870247,2024-06-21,09:45:00
25.26013847,58.31039404,2024-06-21,09:48:00
24.77847347,70.12354246,2024-06-21,09:51:00
25.12174385,43.64597522,2024-06-21,09:54:00
35.4764371,76.10637261,2024-06-21,09:57:00
27.95296405,60.91751272,2024-06-21,10:00:00
19.76831492,74.37512727,2024-06-21,10:03:00
21.03731179,45.94132695,2024-06-21,10:06:00
32.66366387,55.98388839,2024-06-21,10:09:00
36.51254933,67.7612299,2024-06-21,10:12:00
21.65722545,59.26445598,2024-06-21,10:15:00
23.41660756,49.7526696,2024-06-21,10:18:00
33.15171533,62.62039607,2024-06-21,10:21:00
23.08208429,63.76951298,2024-06-21,10:24:00
22.64607889,75.48222748,2024-06-21,10:27:00
31.87608619,55.49852492,2024-06-21,10:30:00
23.0519635,64.49727489,2024-06-21,10:33:00
27.55410419,75.98350497,2024-06-21,10:36:00
32.74453903,72.18578631,2024-06-21,10:39:00
37.77859552,41.40815689,2024-06-21,10:42:00
37.5303185,63.79991839,2024-06-21,10:45:00
33.84121767,52.62807631,2024-06-21,10:48:00
30.22145048,57.10509277,2024-06-21,10:51:00
28.67201329,77.8440927,2024-06-21,10:54:00
20.86421022,44.97898717,2024-06-21,10:57:00
23.4970212,49.37469553,2024-06-21,11:00:00
28.12585734,46.79624196,2024-06-21,11:03:00
19.02432627,66.46415534,2024-06-21,11:06:00
36.18497602,48.18850146,2024-06-21,11:09:00
31.62558139,66.26971235,2024-06-21,11:12:00
37.42083024,60.64973856,2024-06-21,11:15:00
30.08986712,70.18569499,2024-06-21,11:18:00
22.46918252,77.19585126,2024-06-21,11:21:00
28.41635239,69.11804008,2024-06-21,11:24:00
26.22079778,45.34636263,2024-06-21,11:27:00
35.75140227,68.88446655,2024-06-21,11:30:00
19.69214955,58.49462092,2024-06-21,11:33:00
18.73960288,60.4239302,2024-06-21,11:36:00
25.21024574,68.06460263,2024-06-21,11:39:00
19.72869198,78.96414539,2024-06-21,11:42:00
21.01989215,53.51615,2024-06-21,11:45:00
36.95020006,47.53961581,2024-06-21,11:48:00
28.19888511,43.49551198,2024-06-21,11:51:00
33.78016805,66.04181872,2024-06-21,11:54:00
27.54149467,62.90485645,2024-06-21,11:57:00
35.50887541,43.99354238,2024-06-21,12:00:00
35.96848966,57.78761402,2024-06-21,12:03:00
25.46710245,80.78954298,2024-06-21,12:06:00
29.68374997,65.29827498,2024-06-21,12:09:00
22.55504333,64.98600184,2024-06-21,12:12:00
28.33013051,40.69928737,2024-06-21,12:15:00
24.37850784,54.5680037,2024-06-21,12:18:00
35.71578529,54.87595667,2024-06-21,12:21:00
31.80604766,43.935236,2024-06-21,12:24:00
20.22641955,41.83541442,2024-06-21,12:27:00
18.57742084,47.38207512,2024-06-21,12:30:00
20.1334337,46.49824521,2024-06-21,12:33:00
25.04818379,58.3105613,2024-06-21,12:36:00
19.72984713,54.3525619,2024-06-21,12:39:00
32.73055813,75.73273778,2024-06-21,12:42:00
27.94168801,66.18250604,2024-06-21,12:45:00
19.57349816,72.09926813,2024-06-21,12:48:00
26.94169863,62.05557324,2024-06-21,12:51:00
26.86229526,46.28328142,2024-06-21,12:54:00
